#SampleID	common_name	sample_type	collection_date	conservation_status	depth_high_range_m	depth_low_range_m	Depth_m	Diet	dist_to_dorsal_cm	distance_from_shore_m	distance_from_shore_m_log	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	fish_collection_method	fl_cm	gape_cm	gi_cm	hab_notes	habitat_depth_level2	host_body_mass_index	host_common_name	host_height	host_height_vs_max_height_tl	host_scientific_name	host_subject_id	host_taxid	host_weight	mass_g	max_age	max_kg_grams	max_length_cm	max_tl_cm	method_gear	month	number_db	p_family	p_genus	p_genus_species_alternative	p_order	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	sample_type_descriptive	SAMPLE_TYPE	substrata_collection	swim_mode	swim_performance	tl_cm	trophic	p_genus_species
13414.79.hg.R1.fastq.gz	yellowtail amberjack	hindgut	2019-08-21	NE	825	3	10	fish_ squid_ crab_ crust	not collected	4970	3.696356389	116	Seriola dorsalis	hook and line survey	79	not collected	75	not applicable	neritic	#VALUE!	yellowtail amberjack	not collected	34	Seriola lalandi dorsalis	FMP_79	302047	6980	6980	12	96.8	150	250	rod and reel	8	172	Carangidae	Seriola	Seriola dorsalis	Carangiformes	not applicable	not applicable	0.872093023	hindgut digesta	fish hindgut digesta	kelp forrest	Carangiform	crusier sprinter	86	3	Seriola dorsalis
13414.79.midgut.R1.fastq.gz	yellowtail amberjack	midgut	2019-08-21	NE	825	3	10	fish_ squid_ crab_ crust	not collected	4970	3.696356389	116	Seriola dorsalis	hook and line survey	79	not collected	75	not applicable	neritic	#VALUE!	yellowtail amberjack	not collected	34	Seriola lalandi dorsalis	FMP_79	302047	6980	6980	12	96.8	150	250	rod and reel	8	172	Carangidae	Seriola	Seriola dorsalis	Carangiformes	not applicable	not applicable	0.872093023	midgut digesta	fish midgut digesta	kelp forrest	Carangiform	crusier sprinter	86	3	Seriola dorsalis
13414.79.skin.R1.fastq.gz	yellowtail amberjack	skin	2019-08-21	NE	825	3	10	fish_ squid_ crab_ crust	not collected	4970	3.696356389	116	Seriola dorsalis	hook and line survey	79	not collected	75	not applicable	neritic	#VALUE!	yellowtail amberjack	not collected	34	Seriola lalandi dorsalis	FMP_79	302047	6980	6980	12	96.8	150	250	rod and reel	8	172	Carangidae	Seriola	Seriola dorsalis	Carangiformes	not applicable	not applicable	0.872093023	skin swab	fish skin	kelp forrest	Carangiform	crusier sprinter	86	3	Seriola dorsalis
13414.8.gill.R1.fastq.gz	rock wrasse	gill	2019-06-29	LC	24	0	3	gastropods_ crustaceans_ ectoparasites from other fish	4.9	103	2.012837225	116	Halichoeres semicinctus	spear	21.7	0.9	not collected	not applicable	neritic	1.585388899	rock wrasse	21.7	57	Halichoeres californicus	FMP_8	239038	162	162	14	not applicable	38	38	spear	6	347	Labridae	Halichoeres	Halichoeres semicinctus	Labriformes	0.225806452	0.041474654	not applicable	gill tissue	fish gill	rocky reef	Labriform	generalist	21.7	2	Halichoeres semicinctus
13414.8.hg.R1.fastq.gz	rock wrasse	hindgut	2019-06-29	LC	24	0	3	gastropods_ crustaceans_ ectoparasites from other fish	4.9	103	2.012837225	116	Halichoeres semicinctus	spear	21.7	0.9	not collected	not applicable	neritic	1.585388899	rock wrasse	21.7	57	Halichoeres californicus	FMP_8	239038	162	162	14	not applicable	38	38	spear	6	347	Labridae	Halichoeres	Halichoeres semicinctus	Labriformes	0.225806452	0.041474654	not applicable	hindgut digesta	fish hindgut digesta	rocky reef	Labriform	generalist	21.7	2	Halichoeres semicinctus
13414.8.midgut.R1.fastq.gz	rock wrasse	midgut	2019-06-29	LC	24	0	3	gastropods_ crustaceans_ ectoparasites from other fish	4.9	103	2.012837225	116	Halichoeres semicinctus	spear	21.7	0.9	not collected	not applicable	neritic	1.585388899	rock wrasse	21.7	57	Halichoeres californicus	FMP_8	239038	162	162	14	not applicable	38	38	spear	6	347	Labridae	Halichoeres	Halichoeres semicinctus	Labriformes	0.225806452	0.041474654	not applicable	midgut digesta	fish midgut digesta	rocky reef	Labriform	generalist	21.7	2	Halichoeres semicinctus
13414.8.skin.R1.fastq.gz	rock wrasse	skin	2019-06-29	LC	24	0	3	gastropods_ crustaceans_ ectoparasites from other fish	4.9	103	2.012837225	116	Halichoeres semicinctus	spear	21.7	0.9	not collected	not applicable	neritic	1.585388899	rock wrasse	21.7	57	Halichoeres californicus	FMP_8	239038	162	162	14	not applicable	38	38	spear	6	347	Labridae	Halichoeres	Halichoeres semicinctus	Labriformes	0.225806452	0.041474654	not applicable	skin swab	fish skin	rocky reef	Labriform	generalist	21.7	2	Halichoeres semicinctus
13414.80.gill.R1.fastq.gz	pelagic ray	gill	2019-08-21	LC	381	1	3	coelenterates_ squid_ decapod crusta_ fish	not collected	4970	3.696356389	465	Pteroplatytrygon violacea	hook and line survey	not applicable	not collected	46	not applicable	neritic	#VALUE!	pelagic ray	not collected	85	Pteroplatytrygon violacea	FMP_80	651723	11470	11470	not applicable	not applicable	80	163	rod and reel	8	393	Dasyatidae	Dasyatis	Pteroplatytrygon violacea	Myliobatiformes	not applicable	not applicable	0.332850941	gill tissue	fish gill	kelp forrest	Rajiform	flow refuging	138.2	3	Pteroplatytrygon violacea
13414.80.hg.R1.fastq.gz	pelagic ray	hindgut	2019-08-21	LC	381	1	3	coelenterates_ squid_ decapod crusta_ fish	not collected	4970	3.696356389	465	Pteroplatytrygon violacea	hook and line survey	not applicable	not collected	46	not applicable	neritic	#VALUE!	pelagic ray	not collected	85	Pteroplatytrygon violacea	FMP_80	651723	11470	11470	not applicable	not applicable	80	163	rod and reel	8	393	Dasyatidae	Dasyatis	Pteroplatytrygon violacea	Myliobatiformes	not applicable	not applicable	0.332850941	hindgut digesta	fish hindgut digesta	kelp forrest	Rajiform	flow refuging	138.2	3	Pteroplatytrygon violacea
13414.80.midgut.R1.fastq.gz	pelagic ray	midgut	2019-08-21	LC	381	1	3	coelenterates_ squid_ decapod crusta_ fish	not collected	4970	3.696356389	465	Pteroplatytrygon violacea	hook and line survey	not applicable	not collected	46	not applicable	neritic	#VALUE!	pelagic ray	not collected	85	Pteroplatytrygon violacea	FMP_80	651723	11470	11470	not applicable	not applicable	80	163	rod and reel	8	393	Dasyatidae	Dasyatis	Pteroplatytrygon violacea	Myliobatiformes	not applicable	not applicable	0.332850941	midgut digesta	fish midgut digesta	kelp forrest	Rajiform	flow refuging	138.2	3	Pteroplatytrygon violacea
13414.80.skin.R1.fastq.gz	pelagic ray	skin	2019-08-21	LC	381	1	3	coelenterates_ squid_ decapod crusta_ fish	not collected	4970	3.696356389	465	Pteroplatytrygon violacea	hook and line survey	not applicable	not collected	46	not applicable	neritic	#VALUE!	pelagic ray	not collected	85	Pteroplatytrygon violacea	FMP_80	651723	11470	11470	not applicable	not applicable	80	163	rod and reel	8	393	Dasyatidae	Dasyatis	Pteroplatytrygon violacea	Myliobatiformes	not applicable	not applicable	0.332850941	skin swab	fish skin	kelp forrest	Rajiform	flow refuging	138.2	3	Pteroplatytrygon violacea
13414.81.gill.R1.fastq.gz	pacific hagfish	gill	2018-03-10	DD	966	16	300	scavenger_ eats fish from inside out	NA	9790	3.990782692	599	Eptatretus burgeri	otter trawl	35.3	1.1	38	not applicable	mesopelagic	0.194375713	pacific hagfish	35.3	56	Eptatretus stoutii	FMP_81	7765	85.5	85.5	not applicable	not applicable	82	63.5	benthic trawl	3	244	Myxinidae	Eptatretus	Eptatretus stoutii	Myxiniformes	not applicable	0.031161473	1.076487252	gill tissue	fish gill	sandy bottom	Anguilliform	burrowing	35.3	3	Eptatretus stoutii
13414.81.hg.R1.fastq.gz	pacific hagfish	hindgut	2018-03-10	DD	966	16	300	scavenger_ eats fish from inside out	NA	9790	3.990782692	599	Eptatretus burgeri	otter trawl	35.3	1.1	38	not applicable	mesopelagic	0.194375713	pacific hagfish	35.3	56	Eptatretus stoutii	FMP_81	7765	85.5	85.5	not applicable	not applicable	82	63.5	benthic trawl	3	244	Myxinidae	Eptatretus	Eptatretus stoutii	Myxiniformes	not applicable	0.031161473	1.076487252	hindgut digesta	fish hindgut digesta	sandy bottom	Anguilliform	burrowing	35.3	3	Eptatretus stoutii
13414.81.midgut.R1.fastq.gz	pacific hagfish	midgut	2018-03-10	DD	966	16	300	scavenger_ eats fish from inside out	NA	9790	3.990782692	599	Eptatretus burgeri	otter trawl	35.3	1.1	38	not applicable	mesopelagic	0.194375713	pacific hagfish	35.3	56	Eptatretus stoutii	FMP_81	7765	85.5	85.5	not applicable	not applicable	82	63.5	benthic trawl	3	244	Myxinidae	Eptatretus	Eptatretus stoutii	Myxiniformes	not applicable	0.031161473	1.076487252	midgut digesta	fish midgut digesta	sandy bottom	Anguilliform	burrowing	35.3	3	Eptatretus stoutii
13414.81.skin.R1.fastq.gz	pacific hagfish	skin	2018-03-10	DD	966	16	300	scavenger_ eats fish from inside out	NA	9790	3.990782692	599	Eptatretus burgeri	otter trawl	35.3	1.1	38	not applicable	mesopelagic	0.194375713	pacific hagfish	35.3	56	Eptatretus stoutii	FMP_81	7765	85.5	85.5	not applicable	not applicable	82	63.5	benthic trawl	3	244	Myxinidae	Eptatretus	Eptatretus stoutii	Myxiniformes	not applicable	0.031161473	1.076487252	skin swab	fish skin	sandy bottom	Anguilliform	burrowing	35.3	3	Eptatretus stoutii
13414.82.gill.R1.fastq.gz	black eelpout	gill	2018-03-10	NE	844	146	300	euphausiids_ shrimp	6.5	9790	3.990782692	116	Lycodes diapterus	otter trawl	24.7	2.1	16.5	muddy bottoms	mesopelagic and benthopelagic	0.329147694	black eelpout	24.7	63	Lycodes diapterus	FMP_82	215426	49.6	49.6	not applicable	not applicable	39	39	benthic trawl	3	100	Zoarcidae	Lycodes	Lycodes diapterus	Perciformes	0.263157895	0.085020243	0.668016194	gill tissue	fish gill	sandy bottom	Labriform	generalist	24.7	2	Lycodes diapterus
13414.82.hg.R1.fastq.gz	black eelpout	hindgut	2018-03-10	NE	844	146	300	euphausiids_ shrimp	6.5	9790	3.990782692	116	Lycodes diapterus	otter trawl	24.7	2.1	16.5	muddy bottoms	mesopelagic and benthopelagic	0.329147694	black eelpout	24.7	63	Lycodes diapterus	FMP_82	215426	49.6	49.6	not applicable	not applicable	39	39	benthic trawl	3	100	Zoarcidae	Lycodes	Lycodes diapterus	Perciformes	0.263157895	0.085020243	0.668016194	hindgut digesta	fish hindgut digesta	sandy bottom	Labriform	generalist	24.7	2	Lycodes diapterus
13414.82.midgut.R1.fastq.gz	black eelpout	midgut	2018-03-10	NE	844	146	300	euphausiids_ shrimp	6.5	9790	3.990782692	116	Lycodes diapterus	otter trawl	24.7	2.1	16.5	muddy bottoms	mesopelagic and benthopelagic	0.329147694	black eelpout	24.7	63	Lycodes diapterus	FMP_82	215426	49.6	49.6	not applicable	not applicable	39	39	benthic trawl	3	100	Zoarcidae	Lycodes	Lycodes diapterus	Perciformes	0.263157895	0.085020243	0.668016194	midgut digesta	fish midgut digesta	sandy bottom	Labriform	generalist	24.7	2	Lycodes diapterus
13414.82.skin.R1.fastq.gz	black eelpout	skin	2018-03-10	NE	844	146	300	euphausiids_ shrimp	6.5	9790	3.990782692	116	Lycodes diapterus	otter trawl	24.7	2.1	16.5	muddy bottoms	mesopelagic and benthopelagic	0.329147694	black eelpout	24.7	63	Lycodes diapterus	FMP_82	215426	49.6	49.6	not applicable	not applicable	39	39	benthic trawl	3	100	Zoarcidae	Lycodes	Lycodes diapterus	Perciformes	0.263157895	0.085020243	0.668016194	skin swab	fish skin	sandy bottom	Labriform	generalist	24.7	2	Lycodes diapterus
13414.83.gill.R1.fastq.gz	black belly dragonfish	gill	2018-03-10	LC	1500	100	500	crustaceans_ lanternfishes	15	9790	3.990782692	199	Stomias boa	Isaacs Kidd Midwater Trawl	17.5	2.5	14.6	deep sea	bathypelagic	0.180991254	black belly dragonfish	17.5	70	Stomias atriventer	FMP_83	320411	9.7	9.7	not applicable	not applicable	25	25	midwater trawl	3	not applicable	Stomiidae	Stomias	Stomias atriventer	Stomiatiformes	0.857142857	0.142857143	0.834285714	gill tissue	fish gill	sandy bottom	Esociform	accelerator	17.5	3	Stomias atriventer
13414.83.hg.R1.fastq.gz	black belly dragonfish	hindgut	2018-03-10	LC	1500	100	500	crustaceans_ lanternfishes	15	9790	3.990782692	199	Stomias boa	Isaacs Kidd Midwater Trawl	17.5	2.5	14.6	deep sea	bathypelagic	0.180991254	black belly dragonfish	17.5	70	Stomias atriventer	FMP_83	320411	9.7	9.7	not applicable	not applicable	25	25	midwater trawl	3	not applicable	Stomiidae	Stomias	Stomias atriventer	Stomiatiformes	0.857142857	0.142857143	0.834285714	hindgut digesta	fish hindgut digesta	sandy bottom	Esociform	accelerator	17.5	3	Stomias atriventer
13414.83.midgut.R1.fastq.gz	black belly dragonfish	midgut	2018-03-10	LC	1500	100	500	crustaceans_ lanternfishes	15	9790	3.990782692	199	Stomias boa	Isaacs Kidd Midwater Trawl	17.5	2.5	14.6	deep sea	bathypelagic	0.180991254	black belly dragonfish	17.5	70	Stomias atriventer	FMP_83	320411	9.7	9.7	not applicable	not applicable	25	25	midwater trawl	3	not applicable	Stomiidae	Stomias	Stomias atriventer	Stomiatiformes	0.857142857	0.142857143	0.834285714	midgut digesta	fish midgut digesta	sandy bottom	Esociform	accelerator	17.5	3	Stomias atriventer
13414.83.skin.R1.fastq.gz	black belly dragonfish	skin	2018-03-10	LC	1500	100	500	crustaceans_ lanternfishes	15	9790	3.990782692	199	Stomias boa	Isaacs Kidd Midwater Trawl	17.5	2.5	14.6	deep sea	bathypelagic	0.180991254	black belly dragonfish	17.5	70	Stomias atriventer	FMP_83	320411	9.7	9.7	not applicable	not applicable	25	25	midwater trawl	3	not applicable	Stomiidae	Stomias	Stomias atriventer	Stomiatiformes	0.857142857	0.142857143	0.834285714	skin swab	fish skin	sandy bottom	Esociform	accelerator	17.5	3	Stomias atriventer
13414.84.gill.R1.fastq.gz	brown catshark	gill	2018-03-10	DD	1306	33	500	true shrimps_ ephausiid shrimp_ squid_ fish	10	9790	3.990782692	465	Scyliorhinus canicula	Isaacs Kidd Midwater Trawl	19.4	1.4	6.8	not applicable	bathypelagic	0.353905506	brown catshark	19.4	28	Apristurus brunneus	FMP_84	428037	25.84	25.84	not applicable	not applicable	73.5	69	midwater trawl	3	167	Scyliorhinidae	Apristurus	Apristurus brunneus	Carcharhiniformes	0.515463918	0.072164948	0.350515464	gill tissue	fish gill	sandy bottom	Carcharhiniform	crusier sprinter	19.4	3	Apristurus brunneus
13414.84.hg.R1.fastq.gz	brown catshark	hindgut	2018-03-10	DD	1306	33	500	true shrimps_ ephausiid shrimp_ squid_ fish	10	9790	3.990782692	465	Scyliorhinus canicula	Isaacs Kidd Midwater Trawl	19.4	1.4	6.8	not applicable	bathypelagic	0.353905506	brown catshark	19.4	28	Apristurus brunneus	FMP_84	428037	25.84	25.84	not applicable	not applicable	73.5	69	midwater trawl	3	167	Scyliorhinidae	Apristurus	Apristurus brunneus	Carcharhiniformes	0.515463918	0.072164948	0.350515464	hindgut digesta	fish hindgut digesta	sandy bottom	Carcharhiniform	crusier sprinter	19.4	3	Apristurus brunneus
13414.84.midgut.R1.fastq.gz	brown catshark	midgut	2018-03-10	DD	1306	33	500	true shrimps_ ephausiid shrimp_ squid_ fish	10	9790	3.990782692	465	Scyliorhinus canicula	Isaacs Kidd Midwater Trawl	19.4	1.4	6.8	not applicable	bathypelagic	0.353905506	brown catshark	19.4	28	Apristurus brunneus	FMP_84	428037	25.84	25.84	not applicable	not applicable	73.5	69	midwater trawl	3	167	Scyliorhinidae	Apristurus	Apristurus brunneus	Carcharhiniformes	0.515463918	0.072164948	0.350515464	midgut digesta	fish midgut digesta	sandy bottom	Carcharhiniform	crusier sprinter	19.4	3	Apristurus brunneus
13414.84.skin.R1.fastq.gz	brown catshark	skin	2018-03-10	DD	1306	33	500	true shrimps_ ephausiid shrimp_ squid_ fish	10	9790	3.990782692	465	Scyliorhinus canicula	Isaacs Kidd Midwater Trawl	19.4	1.4	6.8	not applicable	bathypelagic	0.353905506	brown catshark	19.4	28	Apristurus brunneus	FMP_84	428037	25.84	25.84	not applicable	not applicable	73.5	69	midwater trawl	3	167	Scyliorhinidae	Apristurus	Apristurus brunneus	Carcharhiniformes	0.515463918	0.072164948	0.350515464	skin swab	fish skin	sandy bottom	Carcharhiniform	crusier sprinter	19.4	3	Apristurus brunneus
13414.85.gill.R1.fastq.gz	black belly eelpout	gill	2018-03-10	NE	399	9	500	crustaceans_ worms_ bivalves_ brittle stars	5	9790	3.990782692	116	Lycodes brevipes	Isaacs Kidd Midwater Trawl	20.5	2	14.5	not applicable	mesopelagic and benthopelagic	0.344278232	black belly eelpout	20.5	45	Lycodopsis pacificus	FMP_85	1772091	29.66	29.66	5	not applicable	46	46	midwater trawl	3	140	Zoarcidae	Lycodes	Lycodes pacificus	Perciformes	0.243902439	0.097560976	0.707317073	gill tissue	fish gill	sandy bottom	Labriform	generalist	20.5	2	Lycodes pacificus
13414.85.hg.R1.fastq.gz	black belly eelpout	hindgut	2018-03-10	NE	399	9	500	crustaceans_ worms_ bivalves_ brittle stars	5	9790	3.990782692	116	Lycodes brevipes	Isaacs Kidd Midwater Trawl	20.5	2	14.5	not applicable	mesopelagic and benthopelagic	0.344278232	black belly eelpout	20.5	45	Lycodopsis pacificus	FMP_85	1772091	29.66	29.66	5	not applicable	46	46	midwater trawl	3	140	Zoarcidae	Lycodes	Lycodes pacificus	Perciformes	0.243902439	0.097560976	0.707317073	hindgut digesta	fish hindgut digesta	sandy bottom	Labriform	generalist	20.5	2	Lycodes pacificus
13414.85.midgut.R1.fastq.gz	black belly eelpout	midgut	2018-03-10	NE	399	9	500	crustaceans_ worms_ bivalves_ brittle stars	5	9790	3.990782692	116	Lycodes brevipes	Isaacs Kidd Midwater Trawl	20.5	2	14.5	not applicable	mesopelagic and benthopelagic	0.344278232	black belly eelpout	20.5	45	Lycodopsis pacificus	FMP_85	1772091	29.66	29.66	5	not applicable	46	46	midwater trawl	3	140	Zoarcidae	Lycodes	Lycodes pacificus	Perciformes	0.243902439	0.097560976	0.707317073	midgut digesta	fish midgut digesta	sandy bottom	Labriform	generalist	20.5	2	Lycodes pacificus
13414.85.skin.R1.fastq.gz	black belly eelpout	skin	2018-03-10	NE	399	9	500	crustaceans_ worms_ bivalves_ brittle stars	5	9790	3.990782692	116	Lycodes brevipes	Isaacs Kidd Midwater Trawl	20.5	2	14.5	not applicable	mesopelagic and benthopelagic	0.344278232	black belly eelpout	20.5	45	Lycodopsis pacificus	FMP_85	1772091	29.66	29.66	5	not applicable	46	46	midwater trawl	3	140	Zoarcidae	Lycodes	Lycodes pacificus	Perciformes	0.243902439	0.097560976	0.707317073	skin swab	fish skin	sandy bottom	Labriform	generalist	20.5	2	Lycodes pacificus
13414.86.gill.R1.fastq.gz	Dogface witch eel	gill	2018-03-10	NE	1000	64	500	crustaceans	6.2	9790	3.990782692	284	Nettastoma parviceps	Isaacs Kidd Midwater Trawl	32	2.9	12.5	deep sea	mesopelagic	0.039031982	Dogface witch eel	32	36	Facciolella equatorialis	FMP_86	2488690	12.79	12.79	not applicable	not applicable	90	90	midwater trawl	3	not applicable	Nettastomatidae	Facciolella	Facciolella equatorialis	Anguilliformes	0.19375	0.090625	0.390625	gill tissue	fish gill	sandy bottom	Anguilliform	burrowing	32	2	Facciolella equatorialis
13414.86.hg.R1.fastq.gz	Dogface witch eel	hindgut	2018-03-10	NE	1000	64	500	crustaceans	6.2	9790	3.990782692	284	Nettastoma parviceps	Isaacs Kidd Midwater Trawl	32	2.9	12.5	deep sea	mesopelagic	0.039031982	Dogface witch eel	32	36	Facciolella equatorialis	FMP_86	2488690	12.79	12.79	not applicable	not applicable	90	90	midwater trawl	3	not applicable	Nettastomatidae	Facciolella	Facciolella equatorialis	Anguilliformes	0.19375	0.090625	0.390625	hindgut digesta	fish hindgut digesta	sandy bottom	Anguilliform	burrowing	32	2	Facciolella equatorialis
13414.86.midgut.R1.fastq.gz	Dogface witch eel	midgut	2018-03-10	NE	1000	64	500	crustaceans	6.2	9790	3.990782692	284	Nettastoma parviceps	Isaacs Kidd Midwater Trawl	32	2.9	12.5	deep sea	mesopelagic	0.039031982	Dogface witch eel	32	36	Facciolella equatorialis	FMP_86	2488690	12.79	12.79	not applicable	not applicable	90	90	midwater trawl	3	not applicable	Nettastomatidae	Facciolella	Facciolella equatorialis	Anguilliformes	0.19375	0.090625	0.390625	midgut digesta	fish midgut digesta	sandy bottom	Anguilliform	burrowing	32	2	Facciolella equatorialis
13414.86.skin.R1.fastq.gz	Dogface witch eel	skin	2018-03-10	NE	1000	64	500	crustaceans	6.2	9790	3.990782692	284	Nettastoma parviceps	Isaacs Kidd Midwater Trawl	32	2.9	12.5	deep sea	mesopelagic	0.039031982	Dogface witch eel	32	36	Facciolella equatorialis	FMP_86	2488690	12.79	12.79	not applicable	not applicable	90	90	midwater trawl	3	not applicable	Nettastomatidae	Facciolella	Facciolella equatorialis	Anguilliformes	0.19375	0.090625	0.390625	skin swab	fish skin	sandy bottom	Anguilliform	burrowing	32	2	Facciolella equatorialis
13414.87.gill.R1.fastq.gz	Twospine bigscale	gill	2018-03-10	LC	4000	200	500	not applicable	3.4	9790	3.990782692	130	Poromitra crassiceps	Isaacs Kidd Midwater Trawl	8.3	1	4	deep sea	bathypelagic	1.318141299	Twospine bigscale	8.7	79	Scopelogadus (mizolepsis) bispinosus	FMP_87	319445	8.68	8.68	not applicable	not applicable	17.5	11	midwater trawl	3	not applicable	Melamphaidae	Scopelogadus	Scopelogadus (mizolepsis) bispinosus	Beryciformes	0.390804598	0.114942529	0.459770115	gill tissue	fish gill	sandy bottom	Subcarangiform	generalist	8.7		Scopelogadus (mizolepsis) bispinosus
13414.87.midgut.R1.fastq.gz	Twospine bigscale	midgut	2018-03-10	LC	4000	200	500	not applicable	3.4	9790	3.990782692	130	Poromitra crassiceps	Isaacs Kidd Midwater Trawl	8.3	1	4	deep sea	bathypelagic	1.318141299	Twospine bigscale	8.7	79	Scopelogadus (mizolepsis) bispinosus	FMP_87	319445	8.68	8.68	not applicable	not applicable	17.5	11	midwater trawl	3	not applicable	Melamphaidae	Scopelogadus	Scopelogadus (mizolepsis) bispinosus	Beryciformes	0.390804598	0.114942529	0.459770115	midgut digesta	fish midgut digesta	sandy bottom	Subcarangiform	generalist	8.7		Scopelogadus (mizolepsis) bispinosus
13414.87.skin.R1.fastq.gz	Twospine bigscale	skin	2018-03-10	LC	4000	200	500	not applicable	3.4	9790	3.990782692	130	Poromitra crassiceps	Isaacs Kidd Midwater Trawl	8.3	1	4	deep sea	bathypelagic	1.318141299	Twospine bigscale	8.7	79	Scopelogadus (mizolepsis) bispinosus	FMP_87	319445	8.68	8.68	not applicable	not applicable	17.5	11	midwater trawl	3	not applicable	Melamphaidae	Scopelogadus	Scopelogadus (mizolepsis) bispinosus	Beryciformes	0.390804598	0.114942529	0.459770115	skin swab	fish skin	sandy bottom	Subcarangiform	generalist	8.7		Scopelogadus (mizolepsis) bispinosus
13414.88.gill.R1.fastq.gz	Broadfin lampfish	gill	2018-03-10	LC	1095	20	500	copepods_ young fishes_ sagitta_ euphausiids	5	9790	3.990782692	146	not applicablenobrachium lineatum	Isaacs Kidd Midwater Trawl	10.9	3	5	deep sea	mesopelagic	0.753044668	Broadfin lampfish	11.9	99	not applicablenobrachium ritteri	FMP_88	319541	12.69	12.69	not applicable	not applicable	13.9	12	midwater trawl	3	not applicable	Myctophidae	not applicablenobrachium	not applicablenobrachium ritteri	Myctophiformes	0.420168067	0.25210084	0.420168067	gill tissue	fish gill	sandy bottom	Subcarangiform	generalist	11.9	3	Nannobrachium ritteri
13414.88.hg.R1.fastq.gz	Broadfin lampfish	hindgut	2018-03-10	LC	1095	20	500	copepods_ young fishes_ sagitta_ euphausiids	5	9790	3.990782692	146	not applicablenobrachium lineatum	Isaacs Kidd Midwater Trawl	10.9	3	5	deep sea	mesopelagic	0.753044668	Broadfin lampfish	11.9	99	not applicablenobrachium ritteri	FMP_88	319541	12.69	12.69	not applicable	not applicable	13.9	12	midwater trawl	3	not applicable	Myctophidae	not applicablenobrachium	not applicablenobrachium ritteri	Myctophiformes	0.420168067	0.25210084	0.420168067	hindgut digesta	fish hindgut digesta	sandy bottom	Subcarangiform	generalist	11.9	3	Nannobrachium ritteri
13414.88.midgut.R1.fastq.gz	Broadfin lampfish	midgut	2018-03-10	LC	1095	20	500	copepods_ young fishes_ sagitta_ euphausiids	5	9790	3.990782692	146	not applicablenobrachium lineatum	Isaacs Kidd Midwater Trawl	10.9	3	5	deep sea	mesopelagic	0.753044668	Broadfin lampfish	11.9	99	not applicablenobrachium ritteri	FMP_88	319541	12.69	12.69	not applicable	not applicable	13.9	12	midwater trawl	3	not applicable	Myctophidae	not applicablenobrachium	not applicablenobrachium ritteri	Myctophiformes	0.420168067	0.25210084	0.420168067	midgut digesta	fish midgut digesta	sandy bottom	Subcarangiform	generalist	11.9	3	Nannobrachium ritteri
13414.88.skin.R1.fastq.gz	Broadfin lampfish	skin	2018-03-10	LC	1095	20	500	copepods_ young fishes_ sagitta_ euphausiids	5	9790	3.990782692	146	not applicablenobrachium lineatum	Isaacs Kidd Midwater Trawl	10.9	3	5	deep sea	mesopelagic	0.753044668	Broadfin lampfish	11.9	99	not applicablenobrachium ritteri	FMP_88	319541	12.69	12.69	not applicable	not applicable	13.9	12	midwater trawl	3	not applicable	Myctophidae	not applicablenobrachium	not applicablenobrachium ritteri	Myctophiformes	0.420168067	0.25210084	0.420168067	skin swab	fish skin	sandy bottom	Subcarangiform	generalist	11.9	3	Nannobrachium ritteri
13414.89.g.R1.fastq.gz	Highlight hatchetfish	gill	2019-03-09	LC	2000	800	500	ostracods_ copepods_ euphausiids_ amphipods_ decapods	1.2	27530	4.439806211	199	Sternoptyx sp. ASIZP 0911478	Isaacs Kidd Midwater Trawl	2	0.3	not collected	deep sea	bathypelagic	1.089406461	Highlight hatchetfish	2.2	37	Sternoptyx pseudobscura	FMP_89	320404	0.116	0.116	not applicable	not applicable	7	6	midwater trawl	3	not applicable	Sternoptychidae	Sternoptyx	Sternoptyx pseudobscura	Stomiatiformes	0.545454545	0.136363636	not applicable	gill tissue	fish gill	sandy bottom	Carangiform	crusier sprinter	2.2	2	Sternoptyx pseudobscura
13414.89.midg.R1.fastq.gz	Highlight hatchetfish	midgut	2019-03-09	LC	2000	800	500	ostracods_ copepods_ euphausiids_ amphipods_ decapods	1.2	27530	4.439806211	199	Sternoptyx sp. ASIZP 0911478	Isaacs Kidd Midwater Trawl	2	0.3	not collected	deep sea	bathypelagic	1.089406461	Highlight hatchetfish	2.2	37	Sternoptyx pseudobscura	FMP_89	320404	0.116	0.116	not applicable	not applicable	7	6	midwater trawl	3	not applicable	Sternoptychidae	Sternoptyx	Sternoptyx pseudobscura	Stomiatiformes	0.545454545	0.136363636	not applicable	midgut digesta	fish midgut digesta	sandy bottom	Carangiform	crusier sprinter	2.2	2	Sternoptyx pseudobscura
13414.89.s.R1.fastq.gz	Highlight hatchetfish	skin	2019-03-09	LC	2000	800	500	ostracods_ copepods_ euphausiids_ amphipods_ decapods	1.2	27530	4.439806211	199	Sternoptyx sp. ASIZP 0911478	Isaacs Kidd Midwater Trawl	2	0.3	not collected	deep sea	bathypelagic	1.089406461	Highlight hatchetfish	2.2	37	Sternoptyx pseudobscura	FMP_89	320404	0.116	0.116	not applicable	not applicable	7	6	midwater trawl	3	not applicable	Sternoptychidae	Sternoptyx	Sternoptyx pseudobscura	Stomiatiformes	0.545454545	0.136363636	not applicable	skin swab	fish skin	sandy bottom	Carangiform	crusier sprinter	2.2	2	Sternoptyx pseudobscura
